EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryGap,DailyRateGap
RM055,26,26-35,0,Travel_Rarely,Sales,23,3,Marketing,3,Female,47,2,2,Sales Executive,4,Married,Upto 5k,21436,7,Yes,19,3,3,1,5,2,2,2,2,0,0.0,-1266.0,667.5
RM126,26,26-35,0,Travel_Rarely,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,Upto 5k,23300,1,No,19,3,3,0,5,3,2,5,4,4,3.0,-325.0,8.5
RM135,26,26-35,0,Travel_Rarely,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,Upto 5k,8916,1,No,23,4,4,1,8,3,3,8,7,5,7.0,246.0,567.0
RM279,26,26-35,0,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,5k-10k,26767,1,No,20,4,1,1,6,6,1,6,5,1,4.0,1179.0,726.5
RM285,26,26-35,0,Travel_Frequently,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,Upto 5k,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3.0,-477.0,-256.5
RM289,26,26-35,1,Travel_Rarely,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,Upto 5k,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2.0,-320.0,616.5
RM294,26,26-35,1,Travel_Rarely,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5k-10k,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4.0,405.0,174.5
RM356,26,26-35,0,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5k-10k,20156,1,No,17,3,2,1,8,3,3,8,7,7,7.0,-127.0,157.5
RM383,26,26-35,1,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,Upto 5k,6582,0,No,22,4,3,0,7,2,3,6,4,0,4.0,409.0,-257.5
RM419,26,26-35,0,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,Upto 5k,3032,1,No,22,4,2,2,3,3,1,3,2,0,2.0,193.0,516.5
RM454,26,26-35,1,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,Upto 5k,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0.0,45.0,-362.0
RM461,26,26-35,0,Travel_Rarely,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,Upto 5k,4267,5,No,12,3,1,2,8,5,3,0,0,0,0.0,-1117.0,-0.5
RM464,26,26-35,1,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,Upto 5k,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0.0,-353.0,-361.5
RM476,26,26-35,0,Travel_Rarely,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,5k-10k,7428,1,No,20,4,4,2,6,5,4,5,3,1,4.0,849.0,-72.5
RM506,26,26-35,0,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,Upto 5k,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2.0,-34.0,158.5
RM572,26,26-35,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,Upto 5k,5288,3,No,14,3,1,1,5,2,3,2,2,2,0.0,1671.0,-257.5
RM574,26,26-35,1,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5k-10k,3064,6,No,17,3,3,0,6,2,2,4,3,1,2.0,-97.0,370.5
RM615,26,26-35,1,Travel_Frequently,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,Upto 5k,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7.0,-327.0,54.5
RM686,26,26-35,0,Travel_Frequently,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,Upto 5k,11148,1,No,12,3,2,0,7,2,3,7,7,0,7.0,-1129.0,507.5
RM734,26,26-35,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5k-10k,3334,1,No,12,3,2,0,8,2,3,8,7,1,3.0,254.0,313.5
RM749,26,26-35,1,Non-Travel,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,Upto 5k,21813,8,No,18,3,4,0,7,6,3,2,2,2,2.0,-454.0,-510.5
RM763,26,26-35,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,Upto 5k,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2.0,-651.0,-490.5
RM770,26,26-35,0,Travel_Frequently,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,Upto 5k,25265,1,No,13,3,3,2,5,5,3,5,3,1,3.0,-686.0,88.5
RM782,26,26-35,0,Travel_Rarely,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,Upto 5k,11141,1,No,16,3,1,2,6,2,3,5,3,1,3.0,1262.0,-640.5
RM798,26,26-35,1,Travel_Rarely,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,Upto 5k,19373,1,No,20,4,3,1,1,0,2,1,1,0,0.0,-316.0,497.5
RM844,26,26-35,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,Upto 5k,13421,1,No,22,4,2,1,8,2,3,8,7,0,7.0,1727.0,551.5
RM913,26,26-35,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,Upto 5k,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2.0,182.0,-249.5
RM999,26,26-35,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,Upto 5k,4050,0,No,12,3,4,0,5,2,3,4,3,1,1.0,1211.0,-149.5
RM1005,26,26-35,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,Upto 5k,23577,0,No,12,3,4,0,8,2,3,7,7,0,7.0,885.0,-180.5
RM1119,26,26-35,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,Upto 5k,11133,1,No,21,4,1,0,1,5,3,1,0,0,0.0,-632.0,-358.5
RM1207,26,26-35,0,Non-Travel,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,Upto 5k,11925,1,No,20,4,3,0,7,5,3,7,7,5,7.0,-123.0,-46.5
RM1225,26,26-35,0,Travel_Rarely,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,Upto 5k,6217,1,No,15,3,3,3,3,3,4,3,2,0,2.0,-388.0,-442.5
RM1298,26,26-35,1,Travel_Rarely,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,Upto 5k,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4.0,-548.0,132.0
RM1310,26,26-35,0,Travel_Rarely,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,Upto 5k,9125,1,No,13,3,1,0,5,4,3,5,3,1,2.0,-739.0,-203.5
RM1350,26,26-35,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,Upto 5k,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0.0,240.0,-350.5
RM1362,26,26-35,0,Travel_Frequently,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married,Upto 5k,7102,0,No,18,3,1,1,8,3,3,7,7,7,7.0,-149.0,263.5
RM1387,26,26-35,0,Travel_Rarely,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,Upto 5k,20006,0,No,13,3,4,0,8,6,2,7,7,7,6.0,174.0,-675.5
RM1465,26,26-35,0,Travel_Rarely,Sales,5,3,Other,4,Female,30,2,1,Sales Representative,3,Single,Upto 5k,21378,0,No,18,3,4,0,5,2,3,4,2,0,0.0,394.0,421.0
RM1465,26,26-35,0,Travel_Rarely,Sales,5,3,Other,4,Female,30,2,1,Sales Representative,3,Single,Upto 5k,21378,0,No,18,3,4,0,5,2,3,4,2,0,5.0,394.0,421.0
RM005,27,26-35,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,40,3,1,Laboratory Technician,2,Married,Upto 5k,16632,9,No,12,3,4,1,6,3,3,2,2,2,2.0,775.0,-241.5
RM042,27,26-35,0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,Upto 5k,19715,1,No,13,3,4,1,1,6,3,1,0,0,0.0,-352.0,407.5
RM044,27,26-35,0,Travel_Frequently,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,5k-10k,2975,1,No,15,3,4,0,9,0,3,9,8,1,7.0,-524.0,141.0
RM162,27,26-35,0,Non-Travel,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,Upto 5k,5970,6,No,18,3,4,1,6,1,1,2,2,2,2.0,-669.0,-141.5
RM165,27,26-35,0,Non-Travel,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,Upto 5k,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1.0,-127.0,617.5
RM171,27,26-35,0,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,Upto 5k,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1.0,365.0,324.5
RM192,27,26-35,0,Travel_Rarely,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,Upto 5k,11781,1,No,16,3,4,0,7,2,2,7,7,0,3.0,-414.0,61.5
RM201,27,26-35,0,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,Upto 5k,9679,5,No,19,3,3,1,6,1,3,2,2,2,0.0,-920.0,-280.5
RM213,27,26-35,0,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,5k-10k,12916,1,No,14,3,4,0,7,2,3,7,7,0,7.0,4558.0,466.5
RM319,27,26-35,0,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,Upto 5k,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2.0,-215.0,387.5
RM321,27,26-35,0,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,Upto 5k,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4.0,-945.0,601.5
RM332,27,26-35,0,Non-Travel,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,5k-10k,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4.0,926.0,-565.5
RM340,27,26-35,0,Travel_Rarely,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,5k-10k,3415,1,No,18,3,1,1,8,3,3,8,7,0,7.0,791.0,354.5
RM374,27,26-35,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,Upto 5k,17881,1,No,11,3,2,1,5,2,3,5,2,0,4.0,1123.0,636.5
RM486,27,26-35,0,Travel_Rarely,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,Upto 5k,5013,0,No,12,3,3,2,6,5,2,5,3,0,3.0,-506.0,-34.5
RM496,27,26-35,1,Travel_Rarely,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,Upto 5k,16346,0,No,11,3,2,1,5,3,3,4,3,0,2.0,469.0,674.0
RM513,27,26-35,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,Upto 5k,15174,0,No,13,3,4,0,5,0,3,4,2,1,1.0,-648.0,282.5
RM522,27,26-35,0,Travel_Frequently,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,Upto 5k,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4.0,-776.0,634.5
RM531,27,26-35,0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,5k-10k,6009,1,No,11,3,4,0,9,3,3,9,7,0,7.0,-2881.0,-208.0
RM538,27,26-35,0,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,5k-10k,4809,1,No,21,4,3,2,9,4,2,9,7,1,7.0,-1500.0,-522.0
RM555,27,26-35,0,Travel_Rarely,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,5k-10k,23398,8,No,19,3,1,0,9,2,1,7,6,0,7.0,1593.0,222.5
RM577,27,26-35,0,Travel_Frequently,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,Upto 5k,24008,0,No,19,3,2,1,5,3,3,4,2,1,1.0,-1081.0,53.5
RM611,27,26-35,0,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,10k-15k,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8.0,2515.0,-547.0
RM616,27,26-35,0,Non-Travel,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,Upto 5k,16571,1,No,11,3,3,3,0,6,2,0,0,0,0.0,-987.0,-389.5
RM671,27,26-35,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,Upto 5k,17808,1,No,19,3,3,0,1,2,3,1,1,0,0.0,-375.0,-214.5
RM718,27,26-35,0,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,Upto 5k,12086,9,No,14,3,2,1,4,2,3,2,2,2,2.0,118.0,301.5
RM740,27,26-35,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,Upto 5k,4658,0,No,18,3,2,1,4,2,3,3,2,2,2.0,-991.0,302.5
RM787,27,26-35,0,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,Upto 5k,5869,1,No,19,3,4,3,3,4,3,3,2,1,2.0,1928.0,444.5
RM834,27,26-35,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,Upto 5k,7950,1,No,13,3,3,1,4,0,3,4,2,2,2.0,-154.0,-633.5
RM890,27,26-35,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,Upto 5k,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8.0,-458.0,270.5
RM903,27,26-35,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,Upto 5k,3208,1,No,11,3,2,3,5,2,3,5,3,0,3.0,-176.0,334.5
RM971,27,26-35,0,Travel_Rarely,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,Upto 5k,6527,8,No,14,3,2,1,5,4,3,1,0,0,0.0,-38.0,545.0
RM975,27,26-35,0,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,5k-10k,20392,3,No,20,4,2,0,8,3,3,6,2,0,0.0,-352.0,17.5
RM997,27,26-35,0,Travel_Rarely,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5k-10k,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4.0,346.0,-570.5
RM998,27,26-35,1,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,Upto 5k,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7.0,-299.0,-697.5
RM1018,27,26-35,0,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,Upto 5k,7679,0,No,14,3,2,0,6,3,4,5,0,1,4.0,-594.0,544.5
RM1150,27,26-35,0,Travel_Rarely,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,Upto 5k,16290,1,No,11,3,1,2,7,3,3,7,7,0,7.0,1373.0,469.5
RM1170,27,26-35,0,Travel_Rarely,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,Upto 5k,22490,7,No,17,3,1,0,5,0,3,3,2,0,2.0,824.0,-346.5
RM1171,27,26-35,0,Travel_Frequently,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,Upto 5k,6297,2,No,13,3,3,0,6,0,2,4,2,1,2.0,-113.0,-241.5
RM1249,27,26-35,0,Travel_Rarely,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,Upto 5k,6152,1,No,11,3,3,0,6,5,2,6,2,1,4.0,752.0,221.5
RM1318,27,26-35,0,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,Upto 5k,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2.0,-314.0,464.5
RM1329,27,26-35,0,Travel_Rarely,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,Upto 5k,7018,1,No,21,4,4,1,9,5,3,9,8,5,8.0,-1883.0,-47.5
RM1335,27,26-35,0,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,Upto 5k,23844,0,No,19,3,4,1,8,2,2,7,6,7,3.0,2081.0,298.5
RM1351,27,26-35,0,Travel_Rarely,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,5k-10k,26997,0,No,14,3,2,0,9,5,2,8,7,0,7.0,1077.0,-264.5
RM1368,27,26-35,0,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,Upto 5k,6073,1,No,11,3,3,1,6,3,2,5,3,1,2.0,-467.0,521.5
RM1380,27,26-35,1,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,Upto 5k,19555,1,No,12,3,1,0,1,2,3,1,0,0,0.0,167.0,549.0
RM1394,27,26-35,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,Upto 5k,5099,1,No,14,3,1,0,7,5,3,7,7,0,7.0,-1318.0,178.5
RM1468,27,26-35,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,87,4,2,Manufacturing Director,2,Married,5k-10k,5174,1,Yes,20,4,2,1,6,0,3,6,2,0,3.0,924.0,-597.5
RM015,28,26-35,1,Travel_Rarely,Research & Development,24,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,Upto 5k,12947,5,Yes,14,3,2,0,6,4,3,4,2,0,3.0,-665.0,-729.5
RM052,28,26-35,1,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,Upto 5k,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,2.0,748.0,601.5
RM098,28,26-35,0,Non-Travel,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,Upto 5k,8863,1,No,15,3,2,0,5,3,4,5,4,0,4.0,-1202.0,-655.5
RM163,28,26-35,0,Travel_Rarely,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,Upto 5k,6672,1,No,11,3,3,1,5,2,1,5,2,0,2.0,20.0,-392.5
RM265,28,26-35,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,Upto 5k,14935,2,No,11,3,3,0,5,5,1,0,0,0,0.0,792.0,-303.5
RM273,28,26-35,0,Travel_Rarely,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,Upto 5k,2613,1,No,23,4,4,1,5,3,2,5,2,0,4.0,-623.0,325.5
RM290,28,26-35,0,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,Upto 5k,4488,1,No,21,4,4,0,5,3,3,5,3,0,2.0,617.0,284.5
RM303,28,26-35,0,Travel_Rarely,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5k-10k,4824,0,No,19,3,3,0,9,2,3,8,3,0,7.0,443.0,723.5
RM324,28,26-35,1,Travel_Rarely,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,Upto 5k,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2.0,771.0,324.5
RM375,28,26-35,0,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5k-10k,20750,1,No,16,3,4,0,7,1,3,7,5,0,7.0,-170.0,-471.5
RM405,28,26-35,0,Travel_Rarely,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,Upto 5k,13535,1,No,12,3,4,1,10,2,3,10,0,1,3.0,-660.0,547.5
RM541,28,26-35,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,Upto 5k,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7.0,-477.0,-178.5
RM599,28,26-35,1,Travel_Rarely,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,Upto 5k,16374,6,No,17,3,4,0,5,3,2,2,2,2,1.0,1689.0,57.5
RM613,28,26-35,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,Upto 5k,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5.0,-644.0,-15.5
RM630,28,26-35,0,Travel_Rarely,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,Upto 5k,23965,1,No,13,3,4,1,6,6,3,5,1,0,4.0,2240.0,381.0
RM660,28,26-35,0,Travel_Rarely,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,Upto 5k,24252,1,No,14,3,2,0,4,3,3,4,2,0,2.0,-515.0,45.5
RM669,28,26-35,0,Travel_Rarely,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,Upto 5k,9834,5,No,18,3,2,1,6,2,3,2,2,2,2.0,-316.0,162.5
RM765,28,26-35,0,Travel_Rarely,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,Upto 5k,23384,1,No,22,4,2,0,1,5,3,1,0,0,0.0,-1520.0,398.0
RM781,28,26-35,1,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,5k-10k,12355,1,No,12,3,1,0,10,2,2,10,7,1,9.0,-1571.0,550.0
RM789,28,26-35,0,Travel_Rarely,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,Upto 5k,7909,3,No,13,3,4,0,10,4,4,8,7,1,7.0,-1558.0,104.5
RM794,28,26-35,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,Upto 5k,22482,1,No,16,3,4,1,4,5,2,4,2,2,2.0,-486.0,62.5
RM801,28,26-35,1,Travel_Frequently,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,Upto 5k,7160,1,No,15,3,1,2,1,2,3,1,0,0,0.0,-97.0,176.5
RM810,28,26-35,0,Travel_Rarely,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,5k-10k,8039,0,No,17,3,2,3,10,3,2,9,7,1,7.0,-2638.0,134.0
RM820,28,26-35,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,Upto 5k,19911,0,No,17,3,1,0,6,2,1,5,3,0,4.0,508.0,618.5
RM828,28,26-35,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,Upto 5k,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2.0,10.0,-59.5
RM843,28,26-35,1,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,Upto 5k,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0.0,-178.0,652.5
RM869,28,26-35,0,Travel_Rarely,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,Upto 5k,12449,1,No,12,3,3,3,6,2,3,6,5,3,3.0,503.0,346.5
RM922,28,26-35,0,Travel_Frequently,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,Upto 5k,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2.0,-539.0,-41.5
RM930,28,26-35,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,Upto 5k,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2.0,1174.0,-639.5
RM934,28,26-35,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,Upto 5k,4732,2,No,11,3,2,0,5,2,2,3,2,1,2.0,-613.0,-192.5
RM945,28,26-35,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,5k-10k,16392,0,No,11,3,1,3,10,6,3,9,8,7,5.0,1456.0,723.5
RM985,28,26-35,0,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,Upto 5k,24232,1,No,11,3,3,1,5,0,3,5,3,0,4.0,-699.0,-39.5
RM1042,28,26-35,0,Travel_Rarely,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,5k-10k,23490,0,No,18,3,4,0,6,4,3,5,4,1,3.0,3040.0,90.5
RM1057,28,26-35,1,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,Upto 5k,15747,3,No,15,3,4,1,5,3,4,3,2,1,2.0,337.0,750.0
RM1069,28,26-35,1,Travel_Frequently,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,Upto 5k,5355,7,No,11,3,3,0,8,2,2,0,0,0,0.0,-132.0,-543.5
RM1070,28,26-35,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,Upto 5k,12530,1,No,14,3,4,1,1,2,1,1,0,0,0.0,-1130.0,590.5
RM1071,28,26-35,0,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,Upto 5k,11827,0,No,14,3,4,0,5,5,3,4,2,1,3.0,-525.0,-308.5
RM1074,28,26-35,0,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,5k-10k,3173,1,No,14,3,2,2,8,2,2,8,6,1,7.0,1331.0,330.5
RM1137,28,26-35,1,Travel_Rarely,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,Upto 5k,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0.0,-285.0,-503.5
RM1152,28,26-35,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,Upto 5k,20460,0,No,21,4,2,1,6,5,2,5,3,0,0.0,-341.0,-172.5
